didok,stationsbezeichnung,service,Mail,Firma,Postfach,Adresse,Nummer,PLZ,Ort,Land,geopos,ID
17021,Langnau,"Billette, Abonnemente, Freizeitangebote",langnau@bls.ch,BLS,,Bahnhofstrasse,4,3550,Langnau,,,1077
17021,Langnau,Velovermietung,langnau@bls.ch,BLS,,Bahnhofstrasse,4,3550,Langnau,,,1078
17021,Langnau,Western Union,langnau@bls.ch,BLS,,Bahnhofstrasse,4,3550,Langnau,,,1079
17022,Ostermundigen,Gepäckaufbewahrung,ostermundigen@bls.ch,BLS,,Bahnhof,,3072,Ostermundigen,,,1080
17030,Murten,Geldwechsel,murten@bls.ch,BLS AG,,Bahnhofstrasse,13,3280,Murten,,,1081
18053,Spreitenbach Tivoli,Eventtickets,shoppi-tivoli@sbb.ch,SBB Verkaufsstelle,Postfach,,,8957,Spreitenbach,,,1082
18152,Winterthur Bahnhof SBW,Drittverkauf,verkauf.stadtbus@win.ch,,,,,,,,,1083
18424,Schüpfheim,Eventtickets,,BLS AG,,Bahnhofstrasse,16,6170,Schüpfheim,,,1084
18435,Speicher,"Billette, Abonnemente, Freizeitangebote",speicher@appenzellerbahnen.ch,,,,,,,,,1085
18987,Brig Rail Center MGB,Rail Service,railcenter@mgbahn.ch,,,,,,,,,1086
87471,"Gwatt, Gwattzentrum","Billette, Abonnemente, Freizeitangebote",,,,,,,,,"46.7181998399, 7.62772591735",1087
10,Basel SBB,Geldwechsel,change.basel@sbb.ch,Schweizerische Bundesbahnen SBB,,Centralbahnstrasse,20,4051,Basel,Schweiz,"47.5474041527, 7.58955146721",1088
21,Pratteln,Geldwechsel,reisebuero.pratteln@sbb.ch,Schweizerische Bundesbahnen SBB,,Güterstrasse 10,,4133,Pratteln,Schweiz,"47.522657608, 7.69080243836",1089
23,Liestal,Gepäckaufbewahrung,billettschalter.liestal@sbb.ch,Schweizerische Bundesbahnen SBB,81,Bahnhofplatz,1,4410,Liestal,Schweiz,"47.4844551308, 7.73135468775",1090
30,Basel Euroairport,Eventtickets,euroairport@sbb.ch,Schweizerische Bundesbahnen SBB,Postfach 5,Flughafenstrasse,,4030,Basel,Schweiz,,1091
101,Reconvilier,"Billette, Abonnemente, Freizeitangebote",gare.reconvilier@cff.ch,Chemins de fer fédéraux suisse CFF,,Grand Rue,37,2732,Reconvilier,Suisse,"47.2352248694, 7.22741061293",1092
105,Moutier,"Billette, Abonnemente, Freizeitangebote",voyageurs.moutier@cff.ch,Chemins de fer fédéraux suisse CFF,328,Avenue de la Gare,22,2740,Moutier,Suisse,"47.2806661619, 7.38103944266",1093
109,Delémont,Western Union,voyageurs.delemont@sbb.ch,Chemins de fer fédéraux suisse CFF,,Place de la gare,11,2800,Delémont,Suisse,"47.3620006555, 7.35005384248",1094
113,Laufen,DHL,reisebuero.laufen@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,45,4242,Laufen,Schweiz,"47.4193383263, 7.50263030739",1095
113,Laufen,Geldwechsel,reisebuero.laufen@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,45,4242,Laufen,Schweiz,"47.4193383263, 7.50263030739",1096
113,Laufen,Western Union,reisebuero.laufen@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,45,4242,Laufen,Schweiz,"47.4193383263, 7.50263030739",1097
118,Dornach-Arlesheim,"Billette, Abonnemente, Freizeitangebote",reisebuero.dornach@sbb.ch,Schweizerische Bundesbahnen SBB,,Amthausstrasse,1,4143,Dornach,,"47.488608339, 7.61110691339",1098
118,Dornach-Arlesheim,Eventtickets,reisebuero.dornach@sbb.ch,Schweizerische Bundesbahnen SBB,,Amthausstrasse,1,4143,Dornach,,"47.488608339, 7.61110691339",1099
118,Dornach-Arlesheim,Gepäck,reisebuero.dornach@sbb.ch,Schweizerische Bundesbahnen SBB,,Amthausstrasse,1,4143,Dornach,,"47.488608339, 7.61110691339",1100
4300,Biel/Bienne,Gepäck,personenverkehr.biel@sbb.ch,Schweizerische Bundesbahnen SBB,1168,Bahnhofplatz,4,2501,Biel/Bienne,Schweiz,"47.1328920532, 7.24290845288",1101
4305,Corgémont,Drittverkauf,,,,,,,,,"47.1933880076, 7.14465464697",1102
4314,La Chaux-de-Fonds,"Billette, Abonnemente, Freizeitangebote",voyageurs.la-chaux-de-fonds@cff.ch,Chemins de fer fédéraux suisse CFF,,Place de la Gare,6,2300,La Chaux-de-Fonds,Suisse,"47.0986436492, 6.82601877705",1103
4314,La Chaux-de-Fonds,Eventtickets,voyageurs.la-chaux-de-fonds@cff.ch,Chemins de fer fédéraux suisse CFF,,Place de la Gare,6,2300,La Chaux-de-Fonds,Suisse,"47.0986436492, 6.82601877705",1104
4326,La Chaux-de-Fonds TRN,"Billette, Abonnemente, Freizeitangebote",gare.cdf@transn.ch,TRN SA,Case postale 1429,Place de la Gare,,2301,La Chaux-de-Fonds,Suisse,,1105
4376,St. Petersinsel Nord,Drittverkauf,,,,,,,,,"47.0683172366, 7.13561434584",1106
4414,Lyss,Gepäck,reisebuero.lyss@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,16,3250,Lyss,Schweiz,"47.0763151407, 7.30629081519",1107
4414,Lyss,Velovermietung,reisebuero.lyss@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,16,3250,Lyss,Schweiz,"47.0763151407, 7.30629081519",1108
4483,Ins,Gepäck,ins@bls.ch,BLS,,Bahnhofstrasse,151a,3232,Ins,,"46.9998261907, 7.09955576908",1109
4483,Ins,Velovermietung,ins@bls.ch,BLS,,Bahnhofstrasse,151a,3232,Ins,,"46.9998261907, 7.09955576908",1110
5000,Luzern,Geldwechsel,geldwechsel.luzern@sbb.ch,Schweizerische Bundesbahnen SBB,Postfach,,,6002,Luzern,,"47.0501697679, 8.31017092011",1111
5000,Luzern,Gruppenreisen,gruppenreisen.luzern@sbb.ch,Schweizerische Bundesbahnen SBB,Postfach,,,6002,Luzern,,"47.0501697679, 8.31017092011",1112
5000,Luzern,Velovermietung,,Schweizerische Bundesbahnen SBB,Postfach,,,6002,Luzern,,"47.0501697679, 8.31017092011",1113
5002,Küssnacht am Rigi,Gepäck,reisebuero.kuessnacht@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,70,6403,Küssnacht am Rigi,,"47.0835940036, 8.4334940573",1114
5002,Küssnacht am Rigi,Western Union,,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,70,6403,Küssnacht am Rigi,,"47.0835940036, 8.4334940573",1115
5006,Schwyz,Gepäck,bahnhof.schwyz@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,133,6423,Seewen,,"47.0263942922, 8.63213946703",1116
5007,Brunnen,Western Union,bahnhof.brunnen@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,46,6440,Brunnen,,"46.9991749288, 8.61004816648",1117
5074,Rigi Kaltbad-First,"Billette, Abonnemente, Freizeitangebote",,,,,,,,,"47.0440082307, 8.46669951569",1118
5091,Stoos,Gepäck,schlattli@stoos.ch,Stoosbahnen AG,,Stooshorn,1,6433,Stoos,,"46.9839129798, 8.66469050453",1119
5112,Flüelen,"Billette, Abonnemente, Freizeitangebote",bahnhof.flueelen@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,1,6454,Flüelen,,"46.9017256462, 8.62429304308",1120
5112,Flüelen,Gepäckaufbewahrung,bahnhof.flueelen@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,1,6454,Flüelen,,"46.9017256462, 8.62429304308",1121
5112,Flüelen,Western Union,bahnhof.flueelen@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,1,6454,Flüelen,,"46.9017256462, 8.62429304308",1122
5163,Realp,"Billette, Abonnemente, Freizeitangebote",bahnhof.realp@mgbahn.ch,,,,,,,,"46.5986330191, 8.5034581036",1123
5213,Bellinzona,Eventtickets,,Ferrovie federali svizzere FFS,,Piazzale Stazione,,6500,Bellinzona,CH,"46.195436816, 9.02950898687",1124
5213,Bellinzona,Fundservice,,Ferrovie federali svizzere FFS,,Piazzale Stazione,,6500,Bellinzona,CH,"46.195436816, 9.02950898687",1125
5214,Giubiasco,Drittverkauf,allastazione@ftia.ch,,,,,,,,"46.1738183582, 9.00358391238",1126
5300,Lugano,DHL,sportello-bagagl.lugano@sbb.ch,Ferrovie federali svizzere FFS,,Piazzale della Stazione,,6900,Lugano,CH,"46.0055057275, 8.94687441524",1127
5300,Lugano,Kundendienst,servizioclienti@sbb.ch,Ferrovie federali svizzere FFS,,Piazzale della Stazione,,6900,Lugano,CH,"46.0055057275, 8.94687441524",1128
5305,Mendrisio,"Billette, Abonnemente, Freizeitangebote",mendrisio.stazione@sbb.ch,Ferrovie federali svizzere FFS,,Via Franscini,,6850,Mendrisio,,"45.8691205007, 8.97860209025",1129
5305,Mendrisio,Geldwechsel,,Ferrovie federali svizzere FFS,,Via Franscini,,6850,Mendrisio,,"45.8691205007, 8.97860209025",1130
5307,Chiasso,Gruppenreisen,--,Ferrovie federali svizzere FFS,,Via Motta,,6830,Chiasso,CH,"45.8321788009, 9.03144057629",1131
5400,Locarno,Eventtickets,biglietteria.locarno@sbb.ch,Ferrovie federali svizzere FFS,Casella postale 344,,,6602,Muralto,CH,"46.1724273965, 8.80135894865",1132
5761,Lugano POST,"Billette, Abonnemente, Freizeitangebote",autopostale@post.ch,,,,,,,,,1133
6000,Winterthur,Geldwechsel,change.winterthur@sbb.ch,Schweizerische Bundesbahnen SBB,Postfach,,,8401,Winterthur,Schweiz,"47.5003335301, 8.72379907332",1134
6002,Winterthur Seen,"Billette, Abonnemente, Freizeitangebote",bahnhof.winterthur-seen@sbb.ch,Schweizerische Bundesbahnen SBB,,Kanzleistrasse,60,8405,Winterthur,Schweiz,"47.4874349418, 8.76678904042",1135
6047,Andelfingen,Gepäckaufbewahrung,bahnhof.andelfingen@sbb.ch,Schweizerische Bundesbahnen SBB,,Humlikerstrasse,,8450,Andelfingen,Schweiz,"47.5937589886, 8.67797953564",1136
6047,Andelfingen,Western Union,bahnhof.andelfingen@sbb.ch,Schweizerische Bundesbahnen SBB,,Humlikerstrasse,,8450,Andelfingen,Schweiz,"47.5937589886, 8.67797953564",1137
6100,Frauenfeld,Gruppenreisen,personenverkehr.frauenfeld@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,75,8500,Frauenfeld,Schweiz,"47.5581599749, 8.89653893491",1138
6109,Amriswil,Eventtickets,reisebuero.amriswil@sbb.ch,Schweizerische Bundesbahnen SBB,,Poststrasse,6,8580,Amriswil,Schweiz,"47.5504471564, 9.30221759023",1139
6121,Romanshorn,Eventtickets,reisebuero.romanshorn@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,,8590,Romanshorn,Schweiz,"47.5655269844, 9.37936259732",1140
6136,Steckborn,Drittverkauf,826600@post.ch,,,,,,,,"47.6645058687, 8.98100858061",1141
6139,Stein am Rhein,Gepäck,bahnhof.stein-am-rhein@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,13,8260,Stein am Rhein,Schweiz,"47.656108874, 8.85500693112",1142
6176,Wängi,Drittverkauf,954500@post.ch,,,,,,,,"47.4963974961, 8.95331403576",1143
6206,Wil,Geldwechsel,bahnhof.wil@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,,9500,Wil,Schweiz,"47.4624092373, 9.04098327921",1144
6206,Wil,Western Union,bahnhof.wil@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,,9500,Wil,Schweiz,"47.4624092373, 9.04098327921",1145
6210,Gossau SG,Geldwechsel,bahnhof.gossau@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,2,9200,Gossau,Schweiz,"47.4118296551, 9.25303263655",1146
6265,Kronberg,"Billette, Abonnemente, Freizeitangebote",,,,,,,,,"47.2915191236, 9.32792662789",1147
6290,Herisau,Gepäck,herisau@sob.ch,Schweizerische Südostbahn AG,,Bahnhofplatz,5,9100,Herisau,,"47.3901678809, 9.27680356449",1148
6290,Herisau,Gepäckaufbewahrung,herisau@sob.ch,Schweizerische Südostbahn AG,,Bahnhofplatz,5,9100,Herisau,,"47.3901678809, 9.27680356449",1149
6290,Herisau,Reisebüro KTU,herisau@sob.ch,Schweizerische Südostbahn AG,,Bahnhofplatz,5,9100,Herisau,,"47.3901678809, 9.27680356449",1150
6292,Degersheim,Geldwechsel,degersheim@sob.ch,Schweiz. Südostbahn AG,,Bahnhofstrasse,7,9113,Degersheim,Schweiz,"47.3724767308, 9.20028142402",1151
6299,Nesslau-Neu St. Johann,Reisebüro KTU,nesslau@sob.ch,Schweiz. Südostbahn AG,,Bahnhofstrasse,3,9650,Nesslau,Schweiz,"47.2266599944, 9.19779821129",1152
6302,St. Gallen,Check-in am Bahnhof,gepaeck.st.gallen@sbb.ch,Schweizerische Bundesbahnen SBB,1948,Bahnhofplatz,2,9001,St. Gallen,Schweiz,"47.4231790668, 9.36987712043",1153
6306,Rorschach Hafen,Drittverkauf,info@tourist-rorschach.ch,Tourist Information Rorschach,Postfach,Hauptstrasse,56,9401,Rorschach,,"47.4785940343, 9.49290567677",1154
6313,Rheineck,"Billette, Abonnemente, Freizeitangebote",reisebuero.rheineck@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,33,9424,Rheineck,Schweiz,"47.4668881391, 9.59090422659",1155
6314,St. Margrethen,Check-in am Bahnhof,reisebuero.st.margrethen@sbb.ch,Schweizerische Bundesbahnen SBB,757,Bahnhofplatz,1,9430,St. Margrethen,Schweiz,"47.4532118157, 9.63825154068",1156
6314,St. Margrethen,Geldwechsel,reisebuero.st.margrethen@sbb.ch,Schweizerische Bundesbahnen SBB,757,Bahnhofplatz,1,9430,St. Margrethen,Schweiz,"47.4532118157, 9.63825154068",1157
6317,Heerbrugg,Western Union,reisebuero.heerbrugg@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,16,9435,Heerbrugg,Schweiz,"47.4103853071, 9.62724352946",1158
6377,Bühler,Drittverkauf,,,,,,,,,"47.3730163671, 9.42112862534",1159
6378,Gais,Drittverkauf,,,,,,,,,"47.3609171096, 9.45117355013",1160
6787,Schwägalp,"Billette, Abonnemente, Freizeitangebote",,,,,,,,,"47.2562146506, 9.31856351765",1161
7000,Bern,Check-in am Bahnhof,gepaeck.bern@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,10A,3011,Bern,Schweiz,"46.948824497, 7.43911900576",1162
7000,Bern,Gepäckaufbewahrung,gepaeck.bern@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,10A,3011,Bern,Schweiz,"46.948824497, 7.43911900576",1163
7006,Münsingen,"Billette, Abonnemente, Freizeitangebote",reisebuero.muensingen@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz 4,,3110,Münsingen,,"46.8733456586, 7.55942999819",1164
7071,Seftigen,"Billette, Abonnemente, Freizeitangebote",seftigen@bls.ch,BLS,,Bahnhof,1,3662,Seftigen,,"46.7868468574, 7.54028748019",1165
7076,Belp,"Billette, Abonnemente, Freizeitangebote",belp@bls.ch,BLS,,Bahnhofplatz,6,3123,Belp,,"46.888883092, 7.49863601858",1166
7079,Bern Weissenbühl,Reisebüro KTU,weissenbuehl@bls.ch,BLS,,Südbahnhofstrasse,14,3007,Bern,,"46.9357720844, 7.43001838248",1167
7083,Köniz,"Billette, Abonnemente, Freizeitangebote",koeniz@bls.ch,BLS AG,,Sonnenweg 21,,3098,Köniz,CH,"46.9248766858, 7.41515748881",1168
7083,Köniz,Gepäck,koeniz@bls.ch,BLS AG,,Sonnenweg 21,,3098,Köniz,CH,"46.9248766858, 7.41515748881",1169
7089,Schwarzenburg,Gepäck,Schwarzenburg@bls.ch,BLS AG,,Bahnhofstrasse,1,3150,Schwarzenburg,Schweiz,"46.8191886776, 7.34283243216",1170
7089,Schwarzenburg,Gepäckaufbewahrung,Schwarzenburg@bls.ch,BLS AG,,Bahnhofstrasse,1,3150,Schwarzenburg,Schweiz,"46.8191886776, 7.34283243216",1171
7089,Schwarzenburg,Reisebüro KTU,Schwarzenburg@bls.ch,BLS AG,,Bahnhofstrasse,1,3150,Schwarzenburg,Schweiz,"46.8191886776, 7.34283243216",1172
7100,Thun,"Billette, Abonnemente, Freizeitangebote",personenverkehr.thun@sbb.ch,Schweizerische Bundesbahnen SBB,,Seestrasse,2,3600,Thun,,"46.7548532939, 7.62959464395",1173
7152,Oberhofen am Thunersee,"Billette, Abonnemente, Freizeitangebote",,,,,,,,,"46.7303611587, 7.66748647716",1174
7169,Interlaken West ThS,"Billette, Abonnemente, Freizeitangebote",,,,,,,,,"46.6822069436, 7.85073139753",1175
7176,"Gunten, Dorf","Billette, Abonnemente, Freizeitangebote",,,,,,,,,"46.7128095634, 7.70161164589",1176
7190,Beatenbucht TBB,"Billette, Abonnemente, Freizeitangebote",,,,,,,,,"46.6855024029, 7.74708565534",1177
7297,Oey-Diemtigen,Drittverkauf,,,,,,,,,"46.6599875736, 7.57932508843",1178
7370,Grindelwald Grund GGM,"Billette, Abonnemente, Freizeitangebote",,,,,,,,,"46.6246850625, 8.01900314591",1179
7375,Alpiglen,"Billette, Abonnemente, Freizeitangebote",,,,,,,,,"46.6001044111, 8.00190359876",1180
7380,Grindelwald,Gepäck,fp.gw@jungfrau.ch,Berner Oberland Bahn,,Dorfstrasse,77,3818,Grindelwald,CH,"46.6243684278, 8.03331025897",1181
7384,Lauterbrunnen,Fundservice,pv.lbr@jungfrau.ch,Berner Oberland-Bahnen AG,,Rail Travel Office,,3822,Lauterbrunnen,,"46.5984335089, 7.90809093738",1182
7389,Zweilütschinen,Gepäck,fp.zl@jungfrau.ch,,,,,,,,"46.6327053904, 7.89970407083",1183
7391,Holenstein,"Billette, Abonnemente, Freizeitangebote",,,,,,,,,"46.6211567311, 7.97915686949",1184
7475,Kandersteg,Check-in am Bahnhof,kandersteg@bls.ch,BLS,85,,,3718,Kandersteg,,"46.4955238841, 7.67126537052",1185
7475,Kandersteg,Velovermietung,kandersteg@bls.ch,BLS,85,,,3718,Kandersteg,,"46.4955238841, 7.67126537052",1186
7478,Frutigen,Fundservice,frutigen@bls.ch,BLS,,Untere Bahnhofstrasse,16,3714,Frutigen,,"46.5887749341, 7.65159707977",1187
7492,Interlaken Ost,"Billette, Abonnemente, Freizeitangebote",pv.io@jungfrau.ch,Jungfraubahnen Interlaken Ost,,Untere Bönigstrasse,5,3800,Interlaken,,"46.6905054601, 7.86900513744",1188
7492,Interlaken Ost,Check-in am Bahnhof,,Jungfraubahnen Interlaken Ost,,Untere Bönigstrasse,5,3800,Interlaken,,"46.6905054601, 7.86900513744",1189
7493,Interlaken West,Check-in am Bahnhof,interlaken@bls.ch,BLS,,Bahnhofstrasse,28,3800,Interlaken,,"46.6826271766, 7.85144043072",1190
7493,Interlaken West,Geldwechsel,interlaken@bls.ch,BLS,,Bahnhofstrasse,28,3800,Interlaken,,"46.6826271766, 7.85144043072",1191
7493,Interlaken West,Gepäck,interlaken@bls.ch,BLS,,Bahnhofstrasse,28,3800,Interlaken,,"46.6826271766, 7.85144043072",1192
7785,"Bern, Bahnhof Postautostation",Fundservice,kundenberatungbern@postauto.ch,PostAuto Schweiz AG,7574,PostAuto-Station,,3001,Bern,CH,"46.9489954014, 7.43852790184",1193
7866,Bern Jurahaus,"Billette, Abonnemente, Freizeitangebote",verkauf@bernmobil.ch,,,,,,,,,1194
8005,Burgdorf,Beratung & Verkauf,,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,44,3400,Burgdorf,Schweiz,"47.0606957305, 7.62168894507",1195
8054,Worblaufen,"Billette, Abonnemente, Freizeitangebote",bahnhof.worblaufen@rbs.ch,Regionalverkehr Bern-Solothurn RBS,Postfach,Tiefenaustrasse,2,3048,Worblaufen,,"46.9788398969, 7.45762397105",1196
8061,Fraubrunnen,"Billette, Abonnemente, Freizeitangebote",,RBS,,,,3312,Fraubrunnen,Schweiz,"47.0864551802, 7.52215043262",1197
8080,Oberburg,Drittverkauf,hasle@bls.ch,,,,,,,,"47.0396164935, 7.6296304606",1198
8086,Utzenstorf,Gepäck,utzenstorf@bls.ch,BLS,,Bahnhofstrasse,24,3427,Utzenstorf,,"47.1294777935, 7.5536509434",1199
8100,Langenthal,Western Union,billettschalter.langenthal@sbb.ch,Schweizerische Bundesbahnen SBB,,Eisenbahnstrasse,8,4900,Langenthal,Schweiz,"47.2173003777, 7.78470885276",1200
8059,Jegenstorf,"Billette, Abonnemente, Freizeitangebote",bahnhof.jegenstorf@rbs.ch,Regionalverkehr Bern-Solothurn RBS,,General Guisanstrasse,7,3303,Jegenstorf,,"47.0476153289, 7.50777274234",1201
8061,Fraubrunnen,"Billette, Abonnemente, Freizeitangebote",bahnhof.fraubrunnen@rbs.ch,RBS,,,,3312,Fraubrunnen,Schweiz,"47.0864551802, 7.52215043262",1202
8081,Burgdorf Steinhof,Drittverkauf,,,,,,,,,"47.0522817401, 7.6182911443",1203
8089,Biberist Ost,"Billette, Abonnemente, Freizeitangebote",biberist@bls.ch,BLS,,Emmenstrasse,6,4562,Biberist,,"47.1806269395, 7.56634577241",1204
8162,Roggwil Dorf,"Billette, Abonnemente, Freizeitangebote",roggwil@asmobil.ch,Aare Seeland mobil AG,,Dorfstrasse,21,4914,Roggwil,,"47.2392987852, 7.82253108329",1205
8187,Huttwil,Geldwechsel,huttwil@bls.ch,BLS AG,,Bahnhofstrasse,44,4950,Huttwil,CH,"47.1145970227, 7.84272110471",1206
8187,Huttwil,Gruppenreisen,huttwil@bls.ch,BLS AG,,Bahnhofstrasse,44,4950,Huttwil,CH,"47.1145970227, 7.84272110471",1207
8265,Hasle-Rüegsau,Fundservice,hasle@bls.ch,BLS,,Im Bahnhof,,3415,Hasle-Rüegsau,,"47.016021356, 7.65562739603",1208
8265,Hasle-Rüegsau,Gepäck,hasle@bls.ch,BLS,,Im Bahnhof,,3415,Hasle-Rüegsau,,"47.016021356, 7.65562739603",1209
8293,"Zell, Post","Billette, Abonnemente, Freizeitangebote",614400@post.ch,,,,,,,,"47.1367418541, 7.9265272463",1210
8357,Melchsee-Frutt,"Billette, Abonnemente, Freizeitangebote",info@melchsee-frutt.ch,Sportbahnen Melchsee-Frutt,,Sarnerstrasse,1,6064,kerns,Schweiz,"46.7745443101, 8.26839856289",1211
8379,Iseltwald,"Billette, Abonnemente, Freizeitangebote",,,,,,,,,"46.711821057, 7.962552386",1212
8399,Engelberg,"Billette, Abonnemente, Freizeitangebote",engelberg@zentralbahn.ch,zb Zentralbahn AG,,Bahnhofstrasse,9,6390,Engelberg,,"46.8195231702, 8.40264298232",1213
8399,Engelberg,Eventtickets,engelberg@zentralbahn.ch,zb Zentralbahn AG,,Bahnhofstrasse,9,6390,Engelberg,,"46.8195231702, 8.40264298232",1214
8399,Engelberg,Gepäck,engelberg@zentralbahn.ch,zb Zentralbahn AG,,Bahnhofstrasse,9,6390,Engelberg,,"46.8195231702, 8.40264298232",1215
8399,Engelberg,Western Union,engelberg@zentralbahn.ch,zb Zentralbahn AG,,Bahnhofstrasse,9,6390,Engelberg,,"46.8195231702, 8.40264298232",1216
8463,Weggis,"Billette, Abonnemente, Freizeitangebote",station.ws@lakelucerne.ch,Schifffahrtsgesellschaft des Vierwaldstättersees (SGV) AG,,Seestrasse,7,6353,Weggis,,"47.03142122, 8.43322400814",1217
8472,Sisikon SGV,Drittverkauf,,,,,,,,,"46.9481304361, 8.61885367588",1218
8500,Beckenried BBE,"Billette, Abonnemente, Freizeitangebote",,,,,,,,,"46.9663423676, 8.47321604218",1219
9000,Chur,"Billette, Abonnemente, Freizeitangebote",personenverkehr.chur@sbb.ch,Schweizerische Bundesbahnen SBB,Postfach 566,Bahnhofplatz,3,7001,Chur,Schweiz,"46.8530797552, 9.52892561961",1220
9000,Chur,Geldwechsel,personenverkehr.chur@sbb.ch,Schweizerische Bundesbahnen SBB,Postfach 566,Bahnhofplatz,3,7001,Chur,Schweiz,"46.8530797552, 9.52892561961",1221
9000,Chur,Gepäckaufbewahrung,personenverkehr.chur@sbb.ch,Schweizerische Bundesbahnen SBB,Postfach 566,Bahnhofplatz,3,7001,Chur,Schweiz,"46.8530797552, 9.52892561961",1222
9000,Chur,Velovermietung,personenverkehr.chur@sbb.ch,Schweizerische Bundesbahnen SBB,Postfach 566,Bahnhofplatz,3,7001,Chur,Schweiz,"46.8530797552, 9.52892561961",1223
9002,Landquart,Fundservice,reisebuero.landquart@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,1,7302,Landquart,CH,"46.9674389764, 9.55402859224",1224
9061,Furna,Mobile Verkaufstelle,schiers@rhb.ch,,,,,,,,"46.9397805468, 9.70894583053",1225
9062,Jenaz,Mobile Verkaufstelle,schiers@rhb.ch,,,,,,,,"46.9297493531, 9.71832169529",1226
9073,Davos Platz,Geldwechsel,davos-platz@rhb.ch,Rhätische Bahn AG,,Talstrasse,4,7270,Davos Platz,CH,"46.7914664266, 9.82072566153",1227
9157,Arosa,Gepäckaufbewahrung,arosa@rhb.ch,RhB,,,,7050,Arosa,,"46.7832957175, 9.67933313854",1228
9179,Disentis/Mustér,Annahmestelle Elektroschrott Kat. B,disentis@rhb.ch,RhB,,via dalla staziun,4,7180,Disentis / Mustér,,"46.7049782556, 8.85502182084",1229
9181,Domat/Ems,Gepäck,domat-ems@rhb.ch,,,,,,,,"46.8331408741, 9.45316475001",1230
9181,Domat/Ems,Gepäckaufbewahrung,domat-ems@rhb.ch,,,,,,,,"46.8331408741, 9.45316475001",1231
9184,Bonaduz,"Billette, Abonnemente, Freizeitangebote",info@dampfvereinrhb.ch,,,,,,,,"46.8102948855, 9.39776296886",1232
9189,Thusis,Annahmestelle Elektroschrott Kat. B,thusis@rhb.ch,RhB,,,,7430,Thusis,,"46.6981990894, 9.44050194244",1233
9189,Thusis,Gepäck,thusis@rhb.ch,RhB,,,,7430,Thusis,,"46.6981990894, 9.44050194244",1234
9192,Tiefencastel,"Billette, Abonnemente, Freizeitangebote",tiefencastel@rhb.ch,Rhätische Bahn AG,,,,7450,Tiefencastel,,"46.6638787719, 9.57286526287",1235
9250,Bever,Gepäck,bever@estm.ch,,,,,,,,"46.5499061769, 9.88847669658",1236
9251,Samedan,Gepäckaufbewahrung,samedan@rhb.ch,RhB,,Via Retica,18,7503,Samedan,,"46.5337641741, 9.8736354163",1237
9253,St. Moritz,Gepäck,stmoritz@rhb.ch,Rhätische Bahn AG,,Bahnhofplatz,,7500,St. Moritz,Schweiz,"46.4979672615, 9.84639099719",1238
